id,latitude,longitude,Label
CAN,23.39240074157715,113.29900360107422,Guangzhou Baiyun International Airport
CSX,28.189199447600004,113.220001221,Changsha Huanghua International Airport
KWL,25.21809959411621,110.03900146484376,Guilin Liangjiang International Airport
NNG,22.60829925537109,108.1719970703125,Nanning Wuxu Airport
SZX,22.639299392700195,113.81099700927734,Shenzhen Bao'an International Airport
CGO,34.519699096699995,113.84100341799999,Zhengzhou Xinzheng International Airport
WUH,30.7838,114.208,Wuhan Tianhe International Airport
FNJ,39.224098,125.66999799999999,Pyongyang Sunan International Airport
LHW,36.5152015686,103.620002747,Lanzhou Zhongchuan Airport
XIY,34.447102,108.751999,Xi'an Xianyang International Airport
ULN,47.843102,106.766998,Chinggis Khaan International Airport
JHG,21.973899841308594,100.76000213623048,Xishuangbanna Gasa Airport
KMG,25.101944399999997,102.9291667,Kunming Changshui International Airport
XMN,24.54400062561035,118.12799835205078,Xiamen Gaoqi International Airport
KHN,28.864999771118164,115.9000015258789,Nanchang Changbei International Airport
FOC,25.935100555419922,119.66300201416016,Fuzhou Changle International Airport
HGH,30.22949981689453,120.43399810791016,Hangzhou Xiaoshan International Airport
NGB,29.82670021057129,121.46199798583984,Ningbo Lishe International Airport
NKG,31.742000579833984,118.86199951171876,Nanjing Lukou Airport
HFE,31.78000068664551,117.2979965209961,Hefei Luogang International Airport
TAO,36.2661018372,120.374000549,Liuting Airport
SHA,31.19790077209473,121.33599853515624,Shanghai Hongqiao International Airport
YNT,37.40169906616211,121.37200164794922,Yantai Laishan Airport
CKG,29.719200134277344,106.64199829101562,Chongqing Jiangbei International Airport
KWE,26.53849983215332,106.8010025024414,Longdongbao Airport
CTU,30.578500747680664,103.9469985961914,Chengdu Shuangliu International Airport
XIC,27.98909950256348,102.18399810791016,Xichang Qingshan Airport
KHG,39.5429000854,76.0199966431,Kashgar Airport
HTN,37.03850173950195,79.86489868164062,Hotan Airport
URC,43.90710067749024,87.47419738769531,Ürümqi Diwopu International Airport
HRB,45.6234016418457,126.25,Taiping Airport
MDG,44.524101257299996,129.569000244,Mudanjiang Hailang International Airport
DLC,38.9656982421875,121.53900146484376,Zhoushuizi Airport
PVG,31.143400192260746,121.80500030517578,Shanghai Pudong International Airport
TOD,2.818180084228516,104.16000366210938,Pulau Tioman Airport
SZB,3.130579948425293,101.54900360107422,Sultan Abdul Aziz Shah International Airport
NTQ,37.2930984497,136.962005615,Noto Airport
HBE,30.91769981384277,29.696399688720703,Borg El Arab International Airport
BTI,70.13400268550001,-143.582000732,Barter Island LRRS Airport
LUR,68.87509918,-166.1100006,Cape Lisburne LRRS Airport
PIZ,69.73290253,-163.00500490000002,Point Lay LRRS Airport
ITO,19.721399307250977,-155.04800415039062,Hilo International Airport
ORL,28.5455,-81.332901,Orlando Executive Airport
BTT,66.91390228,-151.529007,Bettles Airport
UTO,65.99279785,-153.7039948,Indian Mountain LRRS Airport
FYU,66.57150268554689,-145.25,Fort Yukon Airport
SVW,61.09740067,-155.5740051,Sparrevohn LRRS Airport
FRN,61.26639938,-149.6529999,Bryant Army Heliport
TLJ,62.894401550299996,-155.977005005,Tatalina LRRS Airport
CZF,61.78030014,-166.03900149999998,Cape Romanzof LRRS Airport
BED,42.47000122,-71.28900146,Laurence G Hanscom Field
SNP,57.16730117797852,-170.22000122070312,St Paul Island Airport
EHM,58.6464004517,-162.06300354,Cape Newenham LRRS Airport
STG,56.5783004761,-169.662002563,St George Airport
ILI,59.75439835,-154.9109955,Iliamna Airport
PTU,59.01139831542969,-161.82000732421875,Platinum Airport
BMX,59.361198425299996,-155.259002686,Big Mountain Airport
OSC,44.451599,-83.39409599999999,Oscoda Wurtsmith Airport
OAR,36.68190002,-121.762001,Marina Municipal Airport
MHR,38.55390167,-121.29799650000001,Sacramento Mather Airport
BYS,35.2804985046,-116.629997253,Bicycle Lake Army Air Field
FSM,35.33660125732422,-94.36740112304688,Fort Smith Regional Airport
MRI,61.2135009765625,-149.843994140625,Merrill Field
GNT,35.167301178,-107.902000427,Grants-Milan Municipal Airport
PNC,36.73199844,-97.09980011,Ponca City Regional Airport
SVN,32.00999832,-81.14569855,Hunter Army Air Field
GFK,47.949298999999996,-97.176102,Grand Forks International Airport
PBF,34.1731,-91.9356,"Pine Bluff Regional Airport, Grider Field"
NSE,30.724199300000002,-87.02189636,Whiting Field Naval Air Station - North
HNM,20.79560089111328,-156.01400756835938,Hana Airport
PRC,34.65449905,-112.41999820000001,Ernest A. Love Field
TTN,40.27669906616211,-74.8134994506836,Trenton Mercer Airport
BOS,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport
SUU,38.262699127196996,-121.92700195312,Travis Air Force Base
RME,43.23379898,-75.40699768,Griffiss International Airport
ENV,40.7187004089,-114.03099823,Wendover Airport
BFM,30.626800537100006,-88.06809997559998,Mobile Downtown Airport
OAK,37.721298,-122.221001,Metropolitan Oakland International Airport
OMA,41.3032,-95.89409599999999,Eppley Airfield
OGG,20.8986,-156.429993,Kahului Airport
ICT,37.649899,-97.433098,Wichita Eisenhower National Airport
MCI,39.2976,-94.713898,Kansas City International Airport
MSN,43.13990020751953,-89.3375015258789,Dane County Regional Truax Field
DLG,59.04470062,-158.50500490000002,Dillingham Airport
HRO,36.26150131225586,-93.15470123291016,Boone County Airport
PHX,33.43429946899414,-112.01200103759766,Phoenix Sky Harbor International Airport
BGR,44.80739974975586,-68.82810211181639,Bangor International Airport
FXE,26.1972999573,-80.1707000732,Fort Lauderdale Executive Airport
GGG,32.38399887084961,-94.71150207519531,East Texas Regional Airport
AND,34.4945983887,-82.70939636230001,Anderson Regional Airport
GEG,47.61989974975586,-117.53399658203124,Spokane International Airport
HWO,26.0012,-80.2407,North Perry Airport
SFO,37.61899948120117,-122.375,San Francisco International Airport
CTB,48.6083984375,-112.375999451,Cut Bank International Airport
ARA,30.0378,-91.883904,Acadiana Regional Airport
GNV,29.6900997162,-82.27179718020001,Gainesville Regional Airport
MEM,35.04240036010742,-89.97669982910156,Memphis International Airport
DUG,31.4689998627,-109.60399627700001,Bisbee Douglas International Airport
BIG,63.994499206499995,-145.722000122,Allen Army Airfield
CNW,31.6378002167,-97.07409667969999,TSTC Waco Airport
ANN,55.04240036010742,-131.57200622558594,Annette Island Airport
CAR,46.8714981079,-68.0178985596,Caribou Municipal Airport
LRF,34.916900634799994,-92.14969635010002,Little Rock Air Force Base
HUA,34.67869949,-86.68479919,Redstone Army Air Field
POB,35.1708984375,-79.014503479004,Pope Field
DHT,36.0225982666,-102.54699707,Dalhart Municipal Airport
DLF,29.359501,-100.778002,DLF Airport
LAX,33.94250107,-118.40799709999999,Los Angeles International Airport
ANB,33.5882,-85.8581,Anniston Regional Airport
CLE,41.411701202399996,-81.8498001099,Cleveland Hopkins International Airport
DOV,39.12950134,-75.46600342,Dover Air Force Base
CVG,39.0488014221,-84.6678009033,Cincinnati Northern Kentucky International Airport
FME,39.08539962769999,-76.7593994141,Tipton Airport
HON,44.38520050048828,-98.22850036621094,Huron Regional Airport
JNU,58.35499954223633,-134.57600402832028,Juneau International Airport
LFT,30.20529938,-91.98760223,Lafayette Regional Airport
EWR,40.69250106811523,-74.168701171875,Newark Liberty International Airport
BOI,43.5644,-116.223,Boise Air Terminal/Gowen Field
INS,36.5872001648,-115.672996521,Creech Air Force Base
GCK,37.9275016785,-100.72399902299999,Garden City Regional Airport
MOT,48.2593994140625,-101.27999877929688,Minot International Airport
HHI,21.48349953,-158.03999330000002,Wheeler Army Airfield
MXF,32.3829,-86.365799,Maxwell Air Force Base
DAL,32.847099,-96.851799,Dallas Love Field
FCS,38.67839813,-104.75700379999999,Butts AAF (Fort Carson) Air Field
HLN,46.6068000793457,-111.98300170898438,Helena Regional Airport
NKX,32.86840057,-117.1429977,Miramar Marine Corps Air Station - Mitscher Field
LUF,33.534999847399995,-112.383003235,Luke Air Force Base
HHR,33.922798,-118.334999,Jack Northrop Field Hawthorne Municipal Airport
HUL,46.123100280799996,-67.79209899899999,Houlton International Airport
END,36.339199066199996,-97.9164962769,Vance Air Force Base
NTD,34.120300293,-119.12100219700001,Point Mugu Naval Air Station (Naval Base Ventura Co)
EDW,34.905398999999996,-117.884003,Edwards Air Force Base
LCH,30.12610054016113,-93.22329711914062,Lake Charles Regional Airport
KOA,19.738782999999998,-156.045603,Ellison Onizuka Kona International At Keahole Airport
MYR,33.6796989441,-78.9282989502,Myrtle Beach International Airport
NLC,36.33300018,-119.95200349999999,Lemoore Naval Air Station (Reeves Field) Airport
ACK,41.25310135,-70.06020355,Nantucket Memorial Airport
FAF,37.1324996948,-76.60880279540002,Felker Army Air Field
HOP,36.668598175,-87.49620056150002,Campbell AAF (Fort Campbell) Air Field
DCA,38.8521,-77.037697,Ronald Reagan Washington National Airport
NHK,38.285999,-76.41179699999999,Patuxent River Naval Air Station (Trapnell Field)
PSX,28.727500915527,-96.25099945068399,Palacios Municipal Airport
BYH,35.9642982483,-89.94400024410002,Arkansas International Airport
ACY,39.45759963989258,-74.57720184326172,Atlantic City International Airport
TIK,35.414699554443004,-97.386596679688,Tinker Air Force Base
ECG,36.26060104,-76.17459869,Elizabeth City Regional Airport & Coast Guard Air Station
PUB,38.289100646972656,-104.49700164794922,Pueblo Memorial Airport
PQI,46.68899918,-68.0447998,Northern Maine Regional Airport at Presque Isle
GRF,47.07920074,-122.5810013,Gray Army Air Field
ADQ,57.75,-152.4940033,Kodiak Airport
UPP,20.265300750732425,-155.86000061035156,Upolu Airport
FLL,26.072599,-80.152702,Fort Lauderdale Hollywood International Airport
INL,48.566200256347656,-93.4030990600586,Falls International Airport
SLC,40.78839874267578,-111.97799682617188,Salt Lake City International Airport
CDS,34.4337997437,-100.288002014,Childress Municipal Airport
BIX,30.4104003906,-88.92440032959999,Keesler Air Force Base
LSF,32.337299346900004,-84.9913024902,Lawson Army Air Field (Fort Benning)
NQI,27.5072002411,-97.8097000122,Kingsville Naval Air Station
FRI,39.05530167,-96.76450348,Marshall Army Air Field
MDT,40.1935005188,-76.7633972168,Harrisburg International Airport
LNK,40.85100173950195,-96.75920104980469,Lincoln Airport
LAN,42.77870178222656,-84.58740234375,Capital City Airport
MUE,20.001300811767575,-155.66799926757812,Waimea Kohala Airport
MSS,44.93579864501953,-74.84559631347656,Massena International Richards Field
HKY,35.74110031,-81.38950348,Hickory Regional Airport
SPG,27.7651,-82.626999,Albert Whitted Airport
FMY,26.58659935,-81.86329650879998,Page Field
IAH,29.98439979553223,-95.34140014648438,George Bush Intercontinental Houston Airport
ADW,38.810798999999996,-76.866997,Joint Base Andrews
INT,36.13370132446289,-80.22200012207031,Smith Reynolds Airport
VCV,34.597499847399995,-117.383003235,Southern California Logistics Airport
CEW,30.778799056999997,-86.522102356,Bob Sikes Airport
PHN,42.91099929999999,-82.52890015,St Clair County International Airport
BFL,35.43360138,-119.0569992,Meadows Field
ELP,31.80719948,-106.37799840000002,El Paso International Airport
HRL,26.228500366210934,-97.65440368652344,Valley International Airport
CAE,33.93880081176758,-81.11949920654297,Columbia Metropolitan Airport
DMA,32.1665000916,-110.883003235,Davis Monthan Air Force Base
NPA,30.35269928,-87.31860352,Pensacola Naval Air Station/Forrest Sherman Field
PNS,30.473400115967003,-87.18659973144501,Pensacola Regional Airport
RDR,47.961101532,-97.4011993408,Grand Forks Air Force Base
HOU,29.64539909,-95.27890015,William P Hobby Airport
BFK,39.701698303200004,-104.75199890100001,Buckley Air Force Base
ORT,62.96129989999999,-141.9290009,Northway Airport
PAQ,61.594898,-149.08901,"Warren ""Bud"" Woods Palmer Municipal Airport"
PIT,40.49150085,-80.23290253,Pittsburgh International Airport
BRW,71.285402,-156.766008,Wiley Post Will Rogers Memorial Airport
EFD,29.6072998047,-95.15879821780001,Ellington Airport
NUW,48.351799,-122.655998,Whidbey Island Naval Air Station (Ault Field)
ALI,27.740900039699998,-98.02690124510002,Alice International Airport
VAD,30.967800140399998,-83.1930007935,Moody Air Force Base
MIA,25.79319953918457,-80.29060363769531,Miami International Airport
SEA,47.449001,-122.308998,Seattle Tacoma International Airport
CHA,35.03530120849609,-85.20379638671875,Lovell Field
BDR,41.16350173950195,-73.1261978149414,Igor I Sikorsky Memorial Airport
JAN,32.3111991882,-90.0758972168,Jackson-Medgar Wiley Evers International Airport
GLS,29.265300750732425,-94.8603973388672,Scholes International At Galveston Airport
LGB,33.81769943,-118.15200039999999,Long Beach /Daugherty Field/ Airport
HDH,21.5795001984,-158.197006226,Dillingham Airfield
IPT,41.241798400878906,-76.92109680175781,Williamsport Regional Airport
IND,39.7173,-86.294403,Indianapolis International Airport
SZL,38.73030090332,-93.547897338867,Whiteman Air Force Base
AKC,41.0374984741,-81.46690368649999,Akron Fulton International Airport
GWO,33.4943008423,-90.08470153809999,Greenwood–Leflore Airport
HPN,41.06700134277344,-73.70760345458984,Westchester County Airport
FOK,40.8437004089,-72.6317977905,Francis S Gabreski Airport
JBR,35.83169937133789,-90.64640045166016,Jonesboro Municipal Airport
XSD,37.7988014221,-116.78099823,Tonopah Test Range Airport
LNA,26.59300041,-80.08509827,Palm Beach County Park Airport
NZY,32.69919968,-117.2149963,North Island Naval Air Station-Halsey Field
BIF,31.84950066,-106.3799973,Biggs Army Air Field (Fort Bliss)
YUM,32.65660095,-114.6060028,Yuma MCAS/Yuma International Airport
CNM,32.337501525878906,-104.26300048828124,Cavern City Air Terminal
DLH,46.8420982361,-92.19360351559999,Duluth International Airport
BET,60.77980042,-161.8379974,Bethel Airport
LOU,38.2280006409,-85.6636962891,Bowman Field
FHU,31.58849906921387,-110.34400177001952,Sierra Vista Municipal Libby Army Air Field
LIH,21.97599983215332,-159.33900451660156,Lihue Airport
HUF,39.4515,-87.307602,"Terre Haute Regional Airport, Hulman Field"
HVR,48.54299927,-109.762001,Havre City County Airport
MWH,47.20769882,-119.3199997,Grant County International Airport
MPV,44.20349884,-72.56230164,Edward F Knapp State Airport
RIC,37.50519943237305,-77.3197021484375,Richmond International Airport
SHV,32.446602,-93.8256,Shreveport Regional Airport
CDV,60.49179839999999,-145.4779968,Merle K (Mudhole) Smith Airport
ORF,36.89459991455078,-76.20120239257812,Norfolk International Airport
BPT,29.9507999420166,-94.02069854736328,Southeast Texas Regional Airport
SAV,32.12760162,-81.20210266,Savannah Hilton Head International Airport
HIF,41.12403,-111.97308600000001,Hill Air Force Base
OME,64.51219940185547,-165.44500732421875,Nome Airport
PIE,27.91020012,-82.68740082,St Petersburg Clearwater International Airport
MNM,45.126701000000004,-87.638397,Menominee Regional Airport
CXO,30.351801000000002,-95.414497,Conroe-North Houston Regional Airport
SCC,70.19470215,-148.46499630000002,Deadhorse Airport
SAT,29.533700942993164,-98.46980285644531,San Antonio International Airport
ROC,43.118900299072266,-77.67240142822266,Greater Rochester International Airport
COF,28.2348995209,-80.6100997925,Patrick Air Force Base
TEB,40.85010147089999,-74.060798645,Teterboro Airport
RCA,44.14500046,-103.1039963,Ellsworth Air Force Base
RDU,35.877601623535156,-78.7874984741211,Raleigh Durham International Airport
DAY,39.90240097045898,-84.21939849853516,James M Cox Dayton International Airport
ENA,60.57310104370117,-151.2449951171875,Kenai Municipal Airport
MLC,34.882401,-95.783501,Mc Alester Regional Airport
IAG,43.1072998046875,-78.94619750976562,Niagara Falls International Airport
CFD,30.715700149499998,-96.3313980103,Coulter Field
LIY,31.889098999999998,-81.562303,Wright AAF (Fort Stewart)/Midcoast Regional Airport
PHF,37.13190079,-76.49299622,Newport News Williamsburg International Airport
ESF,31.3948993683,-92.29579925540001,Esler Regional Airport
LTS,34.667098999000004,-99.26670074459999,Altus Air Force Base
TUS,32.116100311279304,-110.94100189208984,Tucson International Airport
MIB,48.4156,-101.358002,Minot Air Force Base
BAB,39.136100769,-121.43699646,Beale Air Force Base
IKK,41.07139968869999,-87.84629821780001,Greater Kankakee Airport
GSB,35.33940125,-77.96060181,Seymour Johnson Air Force Base
PVD,41.732601,-71.42040300000001,Theodore Francis Green State Airport
SBY,38.34049987792969,-75.51029968261719,Salisbury Ocean City Wicomico Regional Airport
BUR,34.200698852539055,-118.35900115966795,Bob Hope Airport
DTW,42.212398529052734,-83.35340118408203,Detroit Metropolitan Wayne County Airport
TPA,27.975500106811523,-82.533203125,Tampa International Airport
PMB,48.94250106810001,-97.2407989502,Pembina Municipal Airport
POE,31.044799800000003,-93.1917038,Polk Army Air Field
EIL,64.66570282,-147.102005,Eielson Air Force Base
HIB,47.38660049,-92.83899689,Range Regional Airport
LFK,31.2339992523,-94.75,Angelina County Airport
MAF,31.9424991607666,-102.2020034790039,Midland International Airport
GRB,44.48509979248047,-88.12960052490234,Austin Straubel International Airport
ADM,34.30301,-97.01963420000001,Ardmore Municipal Airport
WRI,40.01559829999999,-74.59169769,Mc Guire Air Force Base
AGS,33.36989974975586,-81.9645004272461,Augusta Regional At Bush Field
ISN,48.177898407,-103.64199829100001,Sloulin Field International Airport
LIT,34.729400634799994,-92.22429656979999,Bill & Hillary Clinton National Airport/Adams Field
SWF,41.50410079956055,-74.10479736328125,Stewart International Airport
BDE,48.7284011841,-94.61219787600001,Baudette International Airport
SAC,38.5125007629,-121.49299621600001,Sacramento Executive Airport
HOM,59.64559936523438,-151.4770050048828,Homer Airport
TBN,37.74160004,-92.14070129,Waynesville-St. Robert Regional Forney field
MGE,33.91540146,-84.51629639,Dobbins Air Reserve Base
SKA,47.6151008606,-117.65599823,Fairchild Air Force Base
HTL,44.359798,-84.671095,Roscommon County - Blodgett Memorial Airport
PAM,30.0695991516,-85.57540130619998,Tyndall Air Force Base
DFW,32.896801,-97.038002,Dallas Fort Worth International Airport
MLB,28.10280036926269,-80.64530181884766,Melbourne International Airport
TCM,47.1376991272,-122.475997925,McChord Air Force Base
AUS,30.194499969482425,-97.6698989868164,Austin Bergstrom International Airport
LCK,39.813801,-82.927803,Rickenbacker International Airport
MQT,46.3535995483,-87.39540100100001,Sawyer International Airport
TYS,35.81100082,-83.99400329999999,McGhee Tyson Airport
HLR,31.1387004852,-97.7145004272,Hood Army Air Field
STL,38.748697,-90.370003,St Louis Lambert International Airport
MIV,39.367802000000005,-75.072197,Millville Municipal Airport
SPS,33.9888,-98.49189799999999,Sheppard Air Force Base-Wichita Falls Municipal Airport
LUK,39.10329819,-84.41860199,Cincinnati Municipal Airport Lunken Field
ATL,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport
MER,37.38050079,-120.5680008,Castle Airport
MCC,38.66759872,-121.40100100000001,Mc Clellan Airfield
GRR,42.88079834,-85.52279663,Gerald R. Ford International Airport
INK,31.779600143400003,-103.20099639899999,Winkler County Airport
FAT,36.77619934082031,-119.71800231933594,Fresno Yosemite International Airport
VRB,27.6556,-80.417901,Vero Beach Regional Airport
IPL,32.834201812699995,-115.57900238,Imperial County Airport
BNA,36.1245002746582,-86.6781997680664,Nashville International Airport
LRD,27.543800354003906,-99.46160125732422,Laredo International Airport
EDF,61.2509994506836,-149.8070068359375,Elmendorf Air Force Base
OTZ,66.88469696,-162.598999,Ralph Wien Memorial Airport
AOO,40.29639816,-78.31999969,Altoona Blair County Airport
DYS,32.4207992554,-99.85459899899999,Dyess Air Force Base
ELD,33.22100067138672,-92.81330108642578,South Arkansas Regional At Goodwin Field
LGA,40.77719879,-73.87259674,La Guardia Airport
TLH,30.396499633789066,-84.35030364990234,Tallahassee Regional Airport
DPA,41.90779877,-88.24859619,Dupage Airport
ACT,31.61129951477051,-97.23049926757812,Waco Regional Airport
AUG,44.320598602299995,-69.7973022461,Augusta State Airport
NIP,30.2358,-81.680603,Jacksonville Naval Air Station (Towers Field)
MKL,35.599899,-88.915604,McKellar-Sipes Regional Airport
MKK,21.15290069580078,-157.0959930419922,Molokai Airport
FTK,37.9071006775,-85.9720993042,Godman Army Air Field
SJT,31.35770034790039,-100.49600219726562,San Angelo Regional Mathis Field
CXL,32.6694984436,-115.51300048799999,Calexico International Airport
CIC,39.79539871,-121.8580017,Chico Municipal Airport
BTV,44.471900939899996,-73.15329742429998,Burlington International Airport
JAX,30.49410057067871,-81.68789672851562,Jacksonville International Airport
DRO,37.1515007019,-107.75399780299999,Durango La Plata County Airport
IAD,38.94449997,-77.45580292,Washington Dulles International Airport
CLL,30.58860016,-96.36380005,Easterwood Field
SFF,47.682800292969,-117.32299804688,Felts Field
MKE,42.94720077514648,-87.89659881591797,General Mitchell International Airport
ABI,32.4113006592,-99.68190002440001,Abilene Regional Airport
COU,38.81809997558594,-92.21959686279295,Columbia Regional Airport
PDX,45.58869934,-122.59799960000001,Portland International Airport
TNT,25.861799240112,-80.897003173828,Dade Collier Training and Transition Airport
PBI,26.68320083618164,-80.09559631347656,Palm Beach International Airport
FTW,32.819801,-97.36239599999999,Fort Worth Meacham International Airport
OGS,44.681900024399994,-75.46549987790002,Ogdensburg International Airport
FMH,41.6584014893,-70.5214004517,Cape Cod Coast Guard Air Station
BFI,47.52999877929688,-122.302001953125,Boeing Field King County International Airport
SKF,29.38419914,-98.58110046,Lackland Air Force Base
HNL,21.32062,-157.924228,Daniel K Inouye International Airport
DSM,41.53400039672852,-93.66310119628906,Des Moines International Airport
EWN,35.0730018616,-77.04290008539998,Coastal Carolina Regional Airport
SAN,32.7336006165,-117.190002441,San Diego International Airport
MLU,32.51089859008789,-92.0376968383789,Monroe Regional Airport
SSC,33.97269821,-80.47059631,Shaw Air Force Base
ONT,34.05599975585937,-117.60099792480469,Ontario International Airport
GVT,33.0677986145,-96.0652999878,Majors Airport
ROW,33.30160140991211,-104.53099822998048,Roswell International Air Center Airport
DET,42.40919876,-83.00990295,Coleman A. Young Municipal Airport
BRO,25.90679931640625,-97.4259033203125,Brownsville South Padre Island International Airport
DHN,31.3213005065918,-85.44960021972656,Dothan Regional Airport
WWD,39.008499145500004,-74.9083023071,Cape May County Airport
NFL,39.41659927,-118.70099640000001,Fallon Naval Air Station
MTC,42.613463,-82.836919,Selfridge Air National Guard Base Airport
FMN,36.7411994934,-108.230003357,Four Corners Regional Airport
CRP,27.77039909362793,-97.5011978149414,Corpus Christi International Airport
SYR,43.11119842529297,-76.1063003540039,Syracuse Hancock International Airport
NQX,24.57579994,-81.68890381,Naval Air Station Key West/Boca Chica Field
MDW,41.785999,-87.752403,Chicago Midway International Airport
SJC,37.362598,-121.929001,Norman Y. Mineta San Jose International Airport
HOB,32.6875,-103.21700290000001,Lea County Regional Airport
PNE,40.081902,-75.010597,Northeast Philadelphia Airport
DEN,39.861698150635,-104.672996521,Denver International Airport
PHL,39.87189865112305,-75.24109649658203,Philadelphia International Airport
SUX,42.40259933,-96.38439941,Sioux Gateway Col. Bud Day Field
MCN,32.692798614501946,-83.64920043945312,Middle Georgia Regional Airport
TCS,33.2369003296,-107.27200317399999,Truth Or Consequences Municipal Airport
PMD,34.62939835,-118.08499909999999,Palmdale Regional/USAF Plant 42 Airport
RND,29.52969933,-98.27890015,Randolph Air Force Base
NJK,32.829201,-115.671996,El Centro NAF Airport (Vraciu Field)
CMH,39.998001,-82.891899,John Glenn Columbus International Airport
FYV,36.00510025024414,-94.17009735107422,Drake Field
FSI,34.64979935,-98.40219879,Henry Post Army Air Field (Fort Sill)
FFO,39.8260993958,-84.04830169680001,Wright-Patterson Air Force Base
GAL,64.73619843,-156.93699650000002,Edward G. Pitka Sr Airport
MWL,32.7816009521,-98.0602035522,Mineral Wells Airport
IAB,37.62189865,-97.26820374,Mc Connell Air Force Base
NBG,29.82530022,-90.03500366,New Orleans NAS JRB/Alvin Callender Field
BFT,32.4122009277,-80.6343994141,Beaufort County Airport
TXK,33.45370101928711,-93.99099731445312,Texarkana Regional Webb Field
PBG,44.6509017944336,-73.46810150146484,Plattsburgh International Airport
APG,39.466202,-76.1688,Phillips Army Air Field
TCC,35.182800293,-103.60299682600001,Tucumcari Municipal Airport
ANC,61.174400329589844,-149.99600219726562,Ted Stevens Anchorage International Airport
GRK,31.067199706999997,-97.8289031982,Robert Gray  Army Air Field Airport
BLI,48.79280090332031,-122.53800201416016,Bellingham International Airport
NQA,35.356701,-89.8703,Millington-Memphis Airport
EKN,38.88940048,-79.85710144,Elkins-Randolph Co-Jennings Randolph Field
HFD,41.736698150635,-72.64939880371101,Hartford Brainard Airport
SFZ,41.9207992554,-71.49140167239999,North Central State Airport
MOB,30.691200256348,-88.242797851562,Mobile Regional Airport
NUQ,37.4161,-122.04900400000001,Moffett Federal Airfield
SAF,35.617099761999995,-106.08899688700001,Santa Fe Municipal Airport
BKH,22.022800445599998,-159.785003662,Barking Sands Airport
DRI,30.8316993713,-93.3398971558,Beauregard Regional Airport
BSF,19.760099411,-155.554000854,Bradshaw Army Airfield
OLS,31.4177,-110.848,Nogales International Airport
MCF,27.84930038,-82.52120209,Mac Dill Air Force Base
BLV,38.5452,-89.835197,Scott AFB/Midamerica Airport
OPF,25.906999999999996,-80.278397,Opa-locka Executive Airport
DRT,29.3742008209,-100.92700195299999,Del Rio International Airport
RSW,26.53619956970215,-81.75520324707031,Southwest Florida International Airport
AKN,58.67679977,-156.6490021,King Salmon Airport
MUI,40.434799,-76.569397,Muir Army Air Field (Fort Indiantown Gap) Airport
JHM,20.962900161743164,-156.67300415039062,Kapalua Airport
JFK,40.63980103,-73.77890015,John F Kennedy International Airport
HST,25.48859978,-80.38359833,Homestead ARB Airport
RAL,33.95190048,-117.4449997,Riverside Municipal Airport
FLV,39.3683013916,-94.9147033691,Sherman Army Air Field
WAL,37.9402008057,-75.46640014649999,Wallops Flight Facility Airport
HMN,32.8525009155,-106.107002258,Holloman Air Force Base
NXX,40.19979858,-75.14820099,Willow Grove Naval Air Station/Joint Reserve Base
CYS,41.15570068,-104.81199649999999,Cheyenne Regional Jerry Olson Field
SCK,37.894199371338,-121.2379989624,Stockton Metropolitan Airport
CHS,32.89860153,-80.04049683,Charleston Air Force Base-International Airport
RNO,39.49909973144531,-119.76799774169922,Reno Tahoe International Airport
KTN,55.35559845,-131.7140045,Ketchikan International Airport
YIP,42.23789978,-83.53040314,Willow Run Airport
VBG,34.7373008728,-120.583999634,Vandenberg Air Force Base
BHM,33.56290054,-86.75350189,Birmingham-Shuttlesworth International Airport
NEL,40.03329849,-74.353302,Lakehurst Maxfield Field Airport
SYA,52.71229935,174.1139984,Eareckson Air Station
LSV,36.2361984253,-115.03399658200001,Nellis Air Force Base
RIV,33.880699,-117.259003,March ARB Airport
MOD,37.62580109,-120.9540024,Modesto City Co-Harry Sham Field
SMF,38.69540023803711,-121.59100341796876,Sacramento International Airport
UGN,42.422199249268,-87.86789703369101,Waukegan National Airport
COS,38.805801,-104.70099599999999,City of Colorado Springs Municipal Airport
BUF,42.94049835,-78.73220062,Buffalo Niagara International Airport
SKY,41.4333992004,-82.6522979736,Griffing Sandusky Airport
PAE,47.90629959,-122.28199769999999,Snohomish County (Paine Field) Airport
MUO,43.043597999999996,-115.872002,Mountain Home Air Force Base
CDC,37.70100021362305,-113.0989990234375,Cedar City Regional Airport
BDL,41.9388999939,-72.68319702149999,Bradley International Airport
MFE,26.17580032,-98.23860168,Mc Allen Miller International Airport
NGU,36.937599,-76.289299,Norfolk Naval Station (Chambers Field)
CEF,42.19400024,-72.53479767,Westover ARB/Metropolitan Airport
LBB,33.663601,-101.822998,Lubbock Preston Smith International Airport
ORD,41.9786,-87.9048,Chicago O'Hare International Airport
BCT,26.3784999847,-80.1076965332,Boca Raton Airport
FAI,64.81510162,-147.85600280000003,Fairbanks International Airport
CVS,34.3828010559,-103.321998596,Cannon Air Force Base
NGF,21.450500488299998,-157.76800537100002,Kaneohe Bay MCAS (Marion E. Carl Field) Airport
OFF,41.118301391602,-95.912498474121,Offutt Air Force Base
GKN,62.15489960000001,-145.4570007,Gulkana Airport
ART,43.99190139770508,-76.02169799804688,Watertown International Airport
PSP,33.829700469970696,-116.50700378417969,Palm Springs International Airport
